car_make,car_model,car_year,car_vin,car_color,car_price,car_mileage,car_condition,car_owner,car_purchase_date,car_insurance_provider,car_insurance_policy_number,car_service_history,car_accidents
Buick,LeSabre,1955,1G4HC5EM5BU198634,Indigo,33164.59,157429,used,Clerkclaude Leddy,4/24/2007,Flipstorm,900719,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",2
Dodge,Ram 3500,1929,5FRYD4H28EB927288,Aquamarine,6830.62,57530,used,Rafaela Kunes,12/17/2022,Tanoodle,100593,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",7
Isuzu,i-370,1958,1FMJK1HTXFE187982,Goldenrod,12922.06,202728,used,Dukey Hintze,1/5/2005,Zoonder,518317,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",0
Dodge,Caravan,1904,2LMHJ5AR2BB999507,Turquoise,89181.11,88410,new,Aaron Piperley,1/29/2017,Voomm,451370,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",6
Infiniti,J,1993,5GAKVCKD0EJ998407,Khaki,65043.98,185902,certified pre-owned,Sophi Broader,12/24/2010,Jaloo,153903,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",8
Cadillac,Seville,2008,WBAWB33528P916837,Goldenrod,47994.82,226126,new,Aubry Lamerton,3/22/2003,Realcube,244983,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",2
Lamborghini,Diablo,2000,WBA3B9C55EF808686,Green,65770.45,154604,used,Anders Wheatley,4/16/2021,Dynabox,637884,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",7
Ford,Edge,1967,2C3CCACG7CH166877,Crimson,34174.85,189724,certified pre-owned,Phyllis Addionizio,11/4/2007,Buzzshare,671495,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,6
Lamborghini,Diablo,1999,2HNYD283X7H196532,Blue,67627.18,221608,certified pre-owned,Madelyn Donaher,11/11/2007,Podcat,550020,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,10
Dodge,Viper,1999,WVWED7AJ8CW253949,Turquoise,44239.39,174008,new,Emilia Allman,5/26/2013,Topicblab,427567,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1
Cadillac,Escalade ESV,1974,3D73Y3CL9AG904283,Purple,15181.91,9486,new,Melba Lackey,3/24/2016,Rhynoodle,112365,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",3
Mercedes-Benz,S-Class,1906,1GD12XEG9FF517909,Violet,67490.09,21154,certified pre-owned,Walliw Pawlowicz,10/20/2005,Mudo,764919,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",7
Kia,Amanti,1919,1G6DF8EG5A0760756,Green,54066.28,87749,new,Tomas Zanettini,7/11/2005,Lajo,815482,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",8
Infiniti,M,1910,1G6AH5SX9E0409211,Fuscia,60648.65,267199,new,Francine Rohan,4/22/2001,Latz,919360,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",2
Porsche,968,1975,3FAHP0DC7AR904163,Goldenrod,64324.34,45518,certified pre-owned,Colene Andrea,12/31/2021,Quinu,189573,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",3
Ford,Ranger,2007,5UXFB53595L433510,Indigo,21932.54,11036,certified pre-owned,Trenton Saltmarsh,8/7/2000,Roodel,252322,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",7
Chevrolet,Lumina,1956,WBAGK934X1D841844,Turquoise,42388.08,194639,certified pre-owned,Pauly Filyashin,10/3/2001,Yadel,961474,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",6
Volvo,V50,1997,NM0KS6AN2AT202576,Green,65643.95,58915,certified pre-owned,Gerta Mullard,8/22/2000,Edgeify,702026,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",8
Lotus,Esprit,2012,1G6AH5S34F0182654,Khaki,71017.23,123299,certified pre-owned,Betty Bankes,5/16/2003,Quamba,784582,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",10
Bentley,Azure,2009,JTHBP5C25C5895506,Teal,81348.17,253435,used,Chancey Gill,5/26/2005,Avaveo,219140,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",8
Nissan,Murano,1973,KNDJT2A56D7550298,Fuscia,71121.63,197688,new,Donni Cristea,5/23/2014,Jabbersphere,528008,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",10
GMC,Suburban 1500,1997,WBANA53555B282250,Violet,60367.6,279728,certified pre-owned,Ruthanne Stickens,12/12/2008,Avavee,863090,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",10
Suzuki,Esteem,2001,1FTSW2B59AE617510,Teal,27456.13,140663,used,Town Freeborn,4/2/2013,Photojam,393746,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",6
Mazda,CX-9,2000,WAUPEBFM8CA577764,Turquoise,95320.36,77591,new,Dorita Heggadon,5/26/2012,Agimba,892922,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,3
Nissan,Armada,1969,WDDGF4HB0EG788275,Crimson,30538.39,6635,new,Tanny Divver,10/23/2018,Roodel,285698,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",9
BMW,7 Series,1961,2T1BU4EE8CC951467,Violet,28887.49,17796,certified pre-owned,Hurlee Welberry,8/8/2020,Devcast,554889,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",10
Toyota,Tercel,1930,2C3CDXJG4CH069977,Aquamarine,91843.5,247086,certified pre-owned,Reginald Hryniewicki,4/6/2004,Riffpath,880306,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",3
Ford,F-Series,1949,WBASN4C59BC778238,Orange,25370.12,23042,certified pre-owned,Hildegarde Fishbourn,5/19/2022,Jabbersphere,966695,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",9
Scion,tC,1995,2D4RN5D15AR513845,Mauv,94608.44,131815,certified pre-owned,Palm Hansel,8/22/2017,Dynabox,681414,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2
Mazda,B-Series,1961,1G6AJ5SXXE0600107,Green,73304.77,243001,certified pre-owned,Margarita Battman,2/5/2006,Voolia,250390,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,9
Jeep,Grand Cherokee,1947,WBAYG0C58DD030834,Indigo,46892.11,194236,used,Keane Martinello,4/24/2015,Twitterwire,385963,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2
Mercedes-Benz,300TE,1987,JH4NA12601T424822,Puce,81928.98,142270,used,Mannie Imlach,3/22/2002,Zava,775805,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",8
Toyota,Prius,2018,KM8JT3AC3AU991481,Maroon,81254.3,221535,used,Windham Bleier,3/20/2021,Yakidoo,481681,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",7
Toyota,Echo,1976,WBAFR7C5XDC964283,Violet,11481.6,291174,used,Aube Jaqueminet,7/18/2001,Devify,380757,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",8
Cadillac,Allante,1961,1FTNX2A57AE983459,Pink,86676.91,297130,used,Toinette Chyuerton,11/10/2005,Abata,593790,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",4
Ford,ZX2,2016,3VWPG3AG1AM732088,Puce,53659.47,53334,used,Gianni Treversh,12/13/2008,Meevee,805619,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,0
Suzuki,Reno,1922,WA1CMAFE7BD550232,Puce,68494.81,270529,used,Honor Jachtym,11/24/2009,Einti,831106,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",0
Cadillac,STS,2019,WAUDF48H27A291250,Turquoise,68494.25,5959,used,Evvy Thurner,2/14/2015,Trunyx,849886,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1
Chevrolet,Astro,1905,KNAFU6A29C5942649,Yellow,41240.57,68720,certified pre-owned,Karoline Bartel,1/22/2005,Youbridge,747911,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1
Cadillac,Eldorado,2022,WBAPM77599N971878,Purple,3083.12,123189,new,Daveen Swyer-Sexey,2/23/2021,Photojam,980366,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",0
Chrysler,Sebring,1992,JN1BJ0HPXEM599421,Green,12759.49,227277,certified pre-owned,Claus Pessel,7/15/2013,Leenti,917321,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",7
Mitsubishi,Galant,1914,WP1AA2A24CL198156,Pink,51531.63,230874,certified pre-owned,Andriana Oade,3/28/2000,Jabberbean,611421,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,6
Ford,F150,1949,1G6DM1E36D0715775,Puce,29725.47,32898,new,Darcey McKag,8/25/2022,Tagfeed,398969,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",9
Ford,Expedition EL,2013,KMHDB8AE1BU774771,Mauv,39176.62,38271,used,Wallie Brundill,6/21/2003,Aimbo,808569,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",5
Hyundai,Elantra,2018,1N6AA0CHXDN733410,Maroon,91262.75,281725,certified pre-owned,Claudell Grass,2/11/2014,Demivee,820166,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",7
Audi,4000,1956,WAUKFBFL6AA645247,Mauv,21306.38,119430,used,Antonius Sahnow,5/25/2022,Voonder,180463,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",5
Subaru,Impreza,1948,3D7TP2CT8BG655442,Fuscia,91552.08,66459,certified pre-owned,Amanda Graith,12/11/2006,Yakitri,455578,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",9
Scion,tC,2014,WAUFEAFM1AA834461,Blue,35434.86,248255,new,D'arcy Burley,6/8/2011,Voonyx,406020,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",5
Lincoln,Continental,1997,3N1AB7AP8FY078451,Mauv,52728.9,232383,used,Andromache Carriage,3/27/2001,Oyondu,549780,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",10
